full text,summary,LLM json,LLM summary json,model,time
"Миллиардер Роман Авдеев продал свою долю (62%) в основанном им «Россиуме» структурам миллиардера Сергея Сударикова. Авдеев подчеркнул, что в результате сделки у него не осталось активов или бизнес-проектов в России. И пообещал сосредоточиться на близких, в первую очередь детях, и других аспектах жизни, не связанных с бизнесом",,,,,
"Картофель стал драйвером инфляции, опередив сливочное масло и яйца, а также оливковое масло, чеснок, баранину и помидоры. В розничном сегменте, по данным Росстата, цены на 21 октября 2024 года составили 44,65 рубля за килограмм, что на 59% превышает значения годичной давности. Картофель стал лидером по росту цен за год среди всех ключевых продуктов питания. 

Почему картофель так быстро дорожает? Опрошенные Forbes эксперты говорят, что все дело в низкой базе прошлого года, когда из-за огромного урожая картофель сильно подешевел. 

Сейчас лощади под «вторым хлебом» сократились, однако эксперты рынка уверены, что потребители дефицита не ощутят. Почему сократились площади под картофелем и что будет с ценой на него дальше — разбирался Forbes

📸: Дмитрий Рогулин / ТАСС",,,,,
"Оптимизировать затраты на командировки и упростить их организацию проще, чем кажется.

Для этого стоит подключиться к онлайн-сервису «OneTwoTrip для бизнеса», которым уже пользуются больше 12 000 компаний.
Через сервис можно полностью организовать командировку: вам будут доступны более 2 млн отелей в России и за границей, билеты на самолеты, поезда и автобусы, заказ трансферов и такси.

Из ключевых преимуществ:
• Скидки на отели до 30% для корпоративных клиентов
• Удобные способы оплаты для юрлиц: корпоративной картой, с депозита, постоплатой по счету. По запросу можно согласовать овердрафт
• Выгодная программа лояльности: получайте до 5% бонусами с покупок и оплачивайте ими билеты и отели
• Бесплатная интеграция с 1С:Бухгалтерией и ЭДО: онлайн-доступ к отчетам и справкам

Передайте рутину «OneTwoTrip для бизнеса», чтобы концентрироваться на более важных задачах.

Оставить заявку на бесплатное подключение

*Реклама, ООО ""ВАЙТ ТРЕВЕЛ""",,,,,
"Сильные дожди на юге и востоке Испании привели к паводкам, из-за которых погибли по меньшей мере 95 человек. В Валенсии — наиболее пострадавшем регионе — за восемь часов выпало больше осадков, чем за предыдущие 20 месяцев, заявили в национальной метеослужбе. Вода в некоторых местах поднималась на 3 м, грязевые потоки несли по улицам автомобили и мусорные контейнеры, сообщают очевидцы. В Испании объявлен трехдневный траур",,,,,
"Профессора жалуются, что студенты все чаще не могут дочитать до конца хотя бы одну книгу, руководители отмечают повышенную тревожность и чувствительность к критике сотрудников-зумеров, а в медиа то и дело появляются новости, вызывающие тревогу по поводу ментального здоровья молодежи. 

Дополнительный стресс у зумеров вызывает тот факт, что экономически они пока менее успешны, чем предыдущие поколения (тут речь о развитых странах). Возможно, такое давление и проблемы с ментальным здоровьем в том числе приводят часть зумеров к желанию (или необходимости) не работать и не учиться. Для этой группы сейчас часто используется аббревиатура NEET (не работающий, не учащийся и не проходящий профессиональное обучение). NEET включает не только тех, кого бы раньше просто записали в категорию «безработные», но и тех, кто сознательно отказался от поиска работы или возможностей получить профессию. Опрос представителей этой категории в Великобритании в 2024 году показал, что 25% отмечают проблемы с ментальным здоровьем как причину, по которой они отказались от учебы и работы.

Почему же мы видим такой негативный тренд в ментальном здоровье молодежи? В этом разбирается соосновательница психологической платформы Alter и номинантка рейтинга Forbes «30 до 30» Ольга Китаина.

Читайте в колонке на сайте Forbes

📸: Getty Images",,,,,
"⏺Forbes Sport представляет рейтинг самых ценных личных брендов действующих российских спортсменов, позволяющий сравнить представителей разных видов спорта и дисциплин по степени их привлекательности для рекламодателей

После двух лет санкций можно считать доказанной теорию о том, что массовой аудитории в России спорт интересен прежде всего в контексте противостояния «наших» и «ненаших» на международной арене. Новый рейтинг личных брендов спортсменов это подтверждает: лишь треть участников нашего топ-30 составляют те, кто выступает и соревнуется внутри страны, причем большинство из «внутренних» героев представляют футбольную лигу РПЛ. 

Подробнее о рейтинге — на сайте Forbes Sport",,,,,
"ФАС предписала МТС и «Мегафону» не взимать дополнительную плату с абонентов, приехавших в Крым и Севастополь, признав операторов нарушившими антимонопольное законодательство. «Вымпелкому» (бренд билайн) ФАС предписание не выдала — оператор пообещал добровольно отменить наценки и привести тарифы к уровню домашнего региона с 1 января 2025 года",,,,,
Число погибших при взрыве газа в пятиэтажке в Черкесске достигло четырех. Мэрия Черкесска ввела в городе режим чрезвычайной ситуации муниципального характера,,,,,
"Московский скоростной диаметр (МСД) — самая протяженная магистраль внутри города длиной 68 км — проходит через множество промзон, навсегда покинувших город или уже еле дышащих. Все они в последние годы превратились в строительные площадки. МСД пересекает 48 районов Москвы (всего в городе 132 района), и если проехать по этой трассе от начала (Бусиновская развязка Северо-Восточной хорды) до конца (пересечение Юго-Восточной хорды с МКАД), то можно оценить масштаб возведения новых квадратных метров в столице. 

Темпы строительства «человейников» поражают. В Москве с 2011 года было возведено более 60 млн кв. м жилья, что увеличило жилой фонд на 25%, в новых домах проживает около 2,5 млн человек. 

Несмотря на все достижения современной архитектуры в сегменте массового/премиального жилья, все эти «парки» и «кварталы» внешне мало чем отличаются друг от друга и выглядят мощными базами инопланетных колонизаторов Москвы, высадившихся в городской черте среди грузовых железнодорожных путей, забитых контейнерами, и рядом с пока еще нетронутыми огромными лесопарками. 

Столь быстрый темп строительства связан прежде всего с льготными ипотечными программами, запущенными правительством в пандемийном 2020 году для временной поддержки застройщиков. 

Как отмена льготной ипотеки повлияла на строительство жилья — рассказываем на сайте Forbes

📸: Фото агентства «Москва»",,,,,
"Повышение ключевой ставки не приводит к росту цен, это устойчивое заблуждение, заявила Эльвира Набиуллина, выступая на заседании комитетов в Госдуме. Председатель Центробанка отметила, что высокая инфляция — «это еще и непредсказуемая инфляция», устойчивый экономический рост при ней невозможен. ЦБ продолжит бороться за достижение целевого показателя по инфляции в 4% и «не собирается делать никаких скидок», добавила она",,,,,
"Цены на аренду жилья по России в третьем квартале обновили исторические максимумы, подсчитали в «Дом.РФ». В Москве стоимость аренды в среднем составила 111 000 рублей в месяц, в Санкт-Петербурге — 56 000 рублей, менее чем за два года ставки выросли на 70%",,,,,
"❗Ксения Юдаева с 31 октября покинет пост советника главы Центробанка и продолжит работу за пределами Банка России, сообщил регулятор. Куда именно перейдет Юдаева, в ЦБ не уточнили. «То, что нам удалось сохранить финансовую стабильность в кризисы, — это во многом ее заслуга», — отметила Набиуллина. До августа 2023-го Юдаева практически 10 лет занимала должность первого зампреда Банка России",,,,,
"Сбербанк повысил ставки по самым популярным депозитам до 21% годовых. Ранее повысил ставки по сберегательным продуктам в рублях на 1 п.п. ВТБ. Банки поднимают доходность по вкладам на фоне решение ЦБ, который 25 октября поднял ключевую ставку на 2 процентных пункта, до 21%, что является историческим максимумом",,,,,
"Число погибших при взрыве газа в пятиэтажном жилом доме в Черкесска выросло до пяти. Еще четыре человека, по последним данным, пострадали",,,,,
"Как китайские компании вытеснили российские из стран Залива и что мы делаем не так

Три года назад многие российские компании, поддавшись общему настроению, отправились пробовать свои силы в страны Залива (Gulf Cooperation Council countries — GCC, сюда входят Бахрейн, Кувейт, Оман, Катар, Саудовская Аравия и ОАЭ) и радостно строили планы по захвату этого нового мира, в чем-то так похожего на Россию. Сегодня часть этих компаний либо закрывают свои офисы, либо сдержанно признают, что это вовсе не тот регион, где гарантируются золотые горы.

Зато китайский крупный бизнес в регионе осваивается вполне успешно. Эксперт по региону и бывший директор по развитию бизнеса Schlumberger в странах Ближнего Востока Кирилл Овчинников в колонке для Forbes рассказывает, что помешало российским компаниям занять там достойное место и чему нам стоит поучиться у китайцев (если еще не поздно). Читайте на сайте 

📸: Ali Haider / EPA",,,,,
"За октябрь российские войска установили контроль над более 400 кв. км территории Донбасса, подсчитала NYT. Это самое быстрое месячное продвижение Вооруженных сил России с лета 2022 года, подчеркивает издание",,,,,
"Конституционный суд признал не соответствующими Конституции положения статей Гражданского кодекса, которые устанавливают сроки исковой давности при взыскании имущества по коррупционным делам. КС указал, что в действующем законодательстве срок, ограничивающий возможность подачи иска об обращении в доход государства коррупционного имущества, считается неустановленным, что адекватно отражает «в конкретных исторических условиях общественные потребности»",,,,,
"Правительство не будет преждевременно снимать запрет на экспорт бензина, который действует до конца года, на фоне продолжающихся в ноябре ремонтов НПЗ, узнал «Коммерсантъ». Собеседники газеты предупредили, что рынок пока не насыщен топливом, а значит — снятие запрета может привести к росту цен на него. По данным Росстата на 28 октября, цена на Аи-95 с конца прошлого года выросла на 7,5%, на Аи-92 — на 7%. В конце сентября Новак допустил снятие ограничений при профиците предложения",,,,,
"Росавиация до 24 ноября продлила для российских авиакомпаний ограничения на полеты в Израиль, Ирак и Иран. Заходить в воздушное пространство этих стран авиакомпаниям рекомендуется в дневное время",,,,,
"Крупнейший производитель дронов в США Skydio, поставляющий дроны Украине, столкнулся с кризисом в цепочке поставок, вызванным китайскими санкциями в отношении компании, узнала FT. По данным газеты, санкции Китая, введенные в ответ на одобрение Вашингтоном продажи ударных беспилотников Тайваню, также затронули несколько американских групп. Теперь Skydio «спешит найти альтернативных поставщиков», пишет FT",,,,,
"Что такое нетворкинг и социальный интеллект? Могут ли слабые связи быть эффективнее сильных? Почему «теория шести рукопожатий» не работает? Как выстраивать сеть полезных знакомств, если ты интроверт?

Нетворкинг (с англ.: network — «сеть», «общение», «налаживание связей») — это создание и развитие сети полезных знакомств. Многие из нас заблуждаются, полагая, что, как в фильме «Елки», если нам кто-то понадобится, мы его быстро найдем. «Это миф. И чем старше ты становишься, тем тяжелее тебе будет такую задачу решить, если ты не развивал в молодости свои связи, не был общительным человеком», — объясняет эксперт по коммуникациям и социальным связям, бизнес-тренер, консультант и автор книг Максим Фельдман. 

Как развивать сеть полезных знакомств? Можно ли накопить социальный капитал? И чем отличается нетворкинг в «персиковых» и «кокосовых» культурах?

Во всем этом разбираемся в 13 выпуске подкаста «Как жить жизнь? | FOMO и YOLO».

Слушайте прямо сейчас:

• на сайте Forbes 

• в плеере Telegram 

• в Apple Podcasts 
 
• на «Яндекс Музыке» 

• в Castbox

• в YouTube
 
• или на другой удобной площадке 

#FOMOиYOLO #какжитьжизнь #КЖЖ @forbes_young",,,,,
"В 2024 году было проведено несколько экспериментов с беспилотными легковыми и грузовыми транспортными средствами. Они показали, что автономные машины могут сократить аварийность на дорогах на 90%, а затраты на грузоперевозки — на 30%.

С внедрением беспилотных автомобилей изменятся и страховые продукты для них. Так, полисы будут защищать не только от традиционных рисков, но и от новых угроз, связанных с цифровыми системами, например, сбоев ПО и кибератак.

Как будет выглядеть страхование будущего, в своей колонке рассказала Юлия Гадлиба, генеральный директор Группы Ренессанс страхование

*Информационная поддержка",,,,,
"Производителей энергетиков могут обязать маркировать рекламу и предупреждать в ней о вреде чрезмерного употребления таких напитков, узнал РБК. В ФАС сообщили, что это предложение было направлено в Госдуму. Если инициатива будет одобрена, маркировка в рекламе энергетиков станет обязательной. В Союзе производителей соков, воды и напитков предупредили о важности недопущения «демонизации» категории энергетиков",,,,,
"Пачка сливочного масла массой 180 г за год подорожала в среднем по России на 24% и в октябре достигла 184 рублей, подсчитали аналитики «Контур.Маркета». Больше всего — на 65% — сливочное масло подорожало в Архангельской области. На Кубани его цена выросла за год лишь на 3%",,,,,
"Робот-репетитор Buddy.ai привлек $11 млн

Раунд возглавили калифорнийский инвестиционный фонд BITKRAFT Ventures и европейский фонд Educapital, который вкладывается в образовательные технологии. Участие также приняли фонды One Way Ventures, J Ventures, Point72 Ventures, Goodwater Capital, ряд текущих акционеров компании, включая инвестиционный фонд Leta Capital, и бизнес-ангелов. 

Привлеченные средства компания направит на развитие продукта — мобильного приложения Buddy.ai. С его помощью дети могут изучать буквы, цифры, формы и цвета на английском языке в игровом формате. В обучении им помогает анимационный персонаж. Благодаря технологии распознавания голоса он воспринимает речь ребенка и отвечает на его вопросы.

Компанию в 2017 году в США основали двое друзей из Красноярска — Иван Крюков и Дмитрий Плотников.

Подробности — на сайте Forbes

📸: Getty Images",,,,,
"Минфин заявил, что новых лимитов по программе семейной ипотеки хватит до конца года. Сейчас идет работа над настройкой более эффективного механизма по перераспределению оставшихся средств между банками, отметили в ведомстве. 30 октября ВТБ и Сбербанк сообщили о приостановке выдачи кредитов по программе семейной ипотеки из-за исчерпания лимитов. Сегодня оператор программы «Дом.РФ» сообщил о выделении дополнительных 350 млрд рублей на программу",,,,,
"Потенциал привлекательной, перспективной и еще не имеющей жилой застройки Лужнецкой набережной раскрывает Инвестиционная группа «Абсолют». Будучи одним из крупнейших игроков на столичном рынке недвижимости, она обладает внушительным опытом реализации комплексных проектов.
 
Чтобы создать прогрессивный жилой квартал, который будет отвечать высоким запросам потенциальных клиентов, девелопер с 2014 года провел семь архитектурных конкурсов. Подрядчики боролись за право разработать генеральный план, архитектурную концепцию, фасадные решения, отделку общественных пространств, концепцию благоустройства и прочие важные составляющие этого масштабного проекта. Более простой подход не отвечал амбициозной цели — получить синергию идей и раскрыть потенциал территории.
 
Как такой подход  создает новую точку притяжения Хамовников, рассказываем в нашем материале

*Реклама, ООО «СЗ ГРАНДСОЮЗИНВЕСТ»",,,,,
"Ozon с ноября отменит возможность постоплаты для большинства категорий товаров и оставит ее только для одежды. В маркетплейсе пояснили, что решение принято перед высоким сезоном, оно «позволит улучшить экономику продавцов» и оптимизировать расходы на логистику. Возможность оформить заказ с оплатой при получении большинства категорий товаров появилась у покупателей в августе, до этого такая опция была доступна только для товаров в fashion-категориях, которые необходимо примерить перед покупкой",,,,,
"Октябрь подходит к концу. Чтобы вы не пропустили ничего важного, мы отобрали пять самых популярных материалов об образовании за месяц:

Российские бизнес-школы мирового уровня — список Forbes Education

Знаток, прагматик, инвестор, традиционалист — какой вы родитель?

Новые правила игры: что происходит с обученим за рубежом

Почему учеба в лучших вузах мира не гарантирует максимального заработка

Политические взгляды подростков зависят от отношений с учителями 

Кроме того, мы рассказывали о наиболее востребованных специальностях, любви с точки зрения нейронауки, самых дорогих школах-пансионах мира, российских вузах в мировых рейтингах, планах Великобритании создать альтернативу IELTS, инновациях в российской системе образования и многом другом.

Следите за каналом Forbes Education, чтобы быть в курсе главных новостей и трендов в сфере образования, науки и саморазвития.

@forbes_education",,,,,
"Аэропорт Уфы временно прекратил принимать и отправлять рейсы, сообщили в Росавиации. Там отметили, что с 17:50 мск на работу авиагавани введены временные ограничения для обеспечения безопасности полетов. Их причины не уточняются. На фоне этого несколько рейсов задерживаются на вылет и прилет, следует из данных онлайн-табло аэропорта. Аналогичные ограничения вводились для аэропортов Самары и Саратова днем 31 октября",,,,,
